"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"PRT","TERMTRADE","TOT","RT","A","2011",93.7117441127702,
"PRT","TERMTRADE","TOT","RT","A","2012",94.3308625704063,
"PRT","TERMTRADE","TOT","RT","A","2013",95.980628346907,
"PRT","TERMTRADE","TOT","RT","A","2014",96.9152449140304,
"PRT","TERMTRADE","TOT","RT","A","2015",100,
"PRT","TERMTRADE","TOT","RT","A","2016",101.626312475781,
"PRT","TERMTRADE","TOT","RT","A","2017",100.832311854845,
"PRT","TERMTRADE","TOT","RT","A","2018",100.30821675989,
"PRT","TERMTRADE","TOT","RT","A","2019",101.11777688521,
"PRT","TERMTRADE","TOT","RT","A","2020",102.239156170198,"E"
"PRT","TERMTRADE","TOT","RT","A","2021",100.708894814648,"E"
"SVK","TERMTRADE","TOT","RT","A","2006",108.268299056331,
"SVK","TERMTRADE","TOT","RT","A","2007",107.042722154231,
"SVK","TERMTRADE","TOT","RT","A","2008",105.291047221216,
"SVK","TERMTRADE","TOT","RT","A","2009",104.095032962404,
"SVK","TERMTRADE","TOT","RT","A","2010",103.299104683798,
"SVK","TERMTRADE","TOT","RT","A","2011",101.921678380722,
"SVK","TERMTRADE","TOT","RT","A","2012",100.660999194799,
"SVK","TERMTRADE","TOT","RT","A","2013",100.213194316701,
"SVK","TERMTRADE","TOT","RT","A","2014",100.267099255537,
"SVK","TERMTRADE","TOT","RT","A","2015",100,
"SVK","TERMTRADE","TOT","RT","A","2016",99.6121759331328,
"SVK","TERMTRADE","TOT","RT","A","2017",99.0593428417813,
"SVK","TERMTRADE","TOT","RT","A","2018",98.4750057947224,
"SVK","TERMTRADE","TOT","RT","A","2019",98.2187493448748,
"SVK","TERMTRADE","TOT","RT","A","2020",97.8382736048693,
"SVK","TERMTRADE","TOT","RT","A","2021",97.0068596920631,
"ESP","TERMTRADE","TOT","RT","A","2006",102.797587930646,
"ESP","TERMTRADE","TOT","RT","A","2007",103.685746383846,
"ESP","TERMTRADE","TOT","RT","A","2008",102.005497400868,
"ESP","TERMTRADE","TOT","RT","A","2009",106.706149615026,
"ESP","TERMTRADE","TOT","RT","A","2010",103.733354324171,
"ESP","TERMTRADE","TOT","RT","A","2011",100.030947593915,
"ESP","TERMTRADE","TOT","RT","A","2012",98.9428102487783,
"ESP","TERMTRADE","TOT","RT","A","2013",100.33849204632,
"ESP","TERMTRADE","TOT","RT","A","2014",99.511702456426,
"ESP","TERMTRADE","TOT","RT","A","2015",100,
"ESP","TERMTRADE","TOT","RT","A","2016",100.429419564565,
"ESP","TERMTRADE","TOT","RT","A","2017",99.9346730534893,
"ESP","TERMTRADE","TOT","RT","A","2018",99.286067841851,
"ESP","TERMTRADE","TOT","RT","A","2019",98.7541282750703,"E"
"ESP","TERMTRADE","TOT","RT","A","2020",100.943641551257,"E"
"ESP","TERMTRADE","TOT","RT","A","2021",99.731768560414,"E"
"SWE","TERMTRADE","TOT","RT","A","2006",97.9490331269964,
"SWE","TERMTRADE","TOT","RT","A","2007",99.3641406407242,
"SWE","TERMTRADE","TOT","RT","A","2008",99.0658005724632,
"SWE","TERMTRADE","TOT","RT","A","2009",100.102858407782,
"SWE","TERMTRADE","TOT","RT","A","2010",99.7328376999194,
"SWE","TERMTRADE","TOT","RT","A","2011",99.0217803953339,
"SWE","TERMTRADE","TOT","RT","A","2012",99.0326316928527,
"SWE","TERMTRADE","TOT","RT","A","2013",99.2326492943072,
"SWE","TERMTRADE","TOT","RT","A","2014",99.3332758957387,
"SWE","TERMTRADE","TOT","RT","A","2015",100,
"SWE","TERMTRADE","TOT","RT","A","2016",100.338337084222,
"SWE","TERMTRADE","TOT","RT","A","2017",99.4381213551362,
"SWE","TERMTRADE","TOT","RT","A","2018",98.0938382514494,
"SWE","TERMTRADE","TOT","RT","A","2019",98.5343447600404,
"SWE","TERMTRADE","TOT","RT","A","2020",99.3165428628,
"SWE","TERMTRADE","TOT","RT","A","2021",100.019746477272,
"CHE","TERMTRADE","TOT","RT","A","2006",97.9578550507193,
"CHE","TERMTRADE","TOT","RT","A","2007",97.0812304442836,
"CHE","TERMTRADE","TOT","RT","A","2008",96.3010895837057,
"CHE","TERMTRADE","TOT","RT","A","2009",97.7177192567197,
"CHE","TERMTRADE","TOT","RT","A","2010",98.2098781564499,
"CHE","TERMTRADE","TOT","RT","A","2011",98.5388403416757,
"CHE","TERMTRADE","TOT","RT","A","2012",98.3693525578612,
"CHE","TERMTRADE","TOT","RT","A","2013",98.0750351083941,
"CHE","TERMTRADE","TOT","RT","A","2014",98.2546994154544,
"CHE","TERMTRADE","TOT","RT","A","2015",100,
"CHE","TERMTRADE","TOT","RT","A","2016",97.6568716108191,
"CHE","TERMTRADE","TOT","RT","A","2017",96.0048983288268,
"CHE","TERMTRADE","TOT","RT","A","2018",95.7242665659072,
"CHE","TERMTRADE","TOT","RT","A","2019",95.5997082733775,
"CHE","TERMTRADE","TOT","RT","A","2020",92.6015237158139,
"CHE","TERMTRADE","TOT","RT","A","2021",94.3381238622272,
"TUR","TERMTRADE","TOT","RT","A","2006",106.782390640772,
"TUR","TERMTRADE","TOT","RT","A","2007",108.64856949408,
"TUR","TERMTRADE","TOT","RT","A","2008",105.348577714489,
"TUR","TERMTRADE","TOT","RT","A","2009",106.582944793396,
"TUR","TERMTRADE","TOT","RT","A","2010",104.157061854137,
"TUR","TERMTRADE","TOT","RT","A","2011",96.7996276815046,
"TUR","TERMTRADE","TOT","RT","A","2012",95.9500661602918,
"TUR","TERMTRADE","TOT","RT","A","2013",98.149880884681,
"TUR","TERMTRADE","TOT","RT","A","2014",97.9862519308553,
"TUR","TERMTRADE","TOT","RT","A","2015",100,
"TUR","TERMTRADE","TOT","RT","A","2016",103.764039613391,
"TUR","TERMTRADE","TOT","RT","A","2017",97.847086595585,
"TUR","TERMTRADE","TOT","RT","A","2018",95.5336469861491,
"TUR","TERMTRADE","TOT","RT","A","2019",94.6351841304499,
"TUR","TERMTRADE","TOT","RT","A","2020",97.114915577603,
"TUR","TERMTRADE","TOT","RT","A","2021",88.8034479613924,"E"
"GBR","TERMTRADE","TOT","RT","A","2006",94.3579533792075,
"GBR","TERMTRADE","TOT","RT","A","2007",93.3806024704287,
"GBR","TERMTRADE","TOT","RT","A","2008",91.476414616618,
"GBR","TERMTRADE","TOT","RT","A","2009",94.321302557367,
"GBR","TERMTRADE","TOT","RT","A","2010",95.349689048836,
"GBR","TERMTRADE","TOT","RT","A","2011",93.9480235381593,
"GBR","TERMTRADE","TOT","RT","A","2012",94.5091251233602,
"GBR","TERMTRADE","TOT","RT","A","2013",96.3531032889885,
"GBR","TERMTRADE","TOT","RT","A","2014",98.2840575246434,
"GBR","TERMTRADE","TOT","RT","A","2015",100,
"GBR","TERMTRADE","TOT","RT","A","2016",100.07679401179,
"GBR","TERMTRADE","TOT","RT","A","2017",98.9855178772324,
"GBR","TERMTRADE","TOT","RT","A","2018",99.2115711786774,
"GBR","TERMTRADE","TOT","RT","A","2019",100.051581104402,
"GBR","TERMTRADE","TOT","RT","A","2020",100.738942024846,
"GBR","TERMTRADE","TOT","RT","A","2021",100.202612644043,
"USA","TERMTRADE","TOT","RT","A","2006",95.7712804155434,
"USA","TERMTRADE","TOT","RT","A","2007",96.0349434899927,
"USA","TERMTRADE","TOT","RT","A","2008",91.3580736053481,
"USA","TERMTRADE","TOT","RT","A","2009",96.6169674916291,
"USA","TERMTRADE","TOT","RT","A","2010",95.2252849347934,
"USA","TERMTRADE","TOT","RT","A","2011",94.063259084043,
"USA","TERMTRADE","TOT","RT","A","2012",94.5175105624339,
"USA","TERMTRADE","TOT","RT","A","2013",95.9076642255787,
"USA","TERMTRADE","TOT","RT","A","2014",96.6934530082502,
"USA","TERMTRADE","TOT","RT","A","2015",100,
"USA","TERMTRADE","TOT","RT","A","2016",101.465585727286,
"USA","TERMTRADE","TOT","RT","A","2017",101.846880142439,
"USA","TERMTRADE","TOT","RT","A","2018",102.387110272703,
"USA","TERMTRADE","TOT","RT","A","2019",103.52238257245,
"USA","TERMTRADE","TOT","RT","A","2020",103.223202442304,
"CHL","TERMTRADE","TOT","RT","A","2006",111.423017154729,
"CHL","TERMTRADE","TOT","RT","A","2007",113.826544695398,
"CHL","TERMTRADE","TOT","RT","A","2008",93.4836409027137,
"CHL","TERMTRADE","TOT","RT","A","2009",97.8040726512805,
"CHL","TERMTRADE","TOT","RT","A","2010",114.559513445504,
"CHL","TERMTRADE","TOT","RT","A","2011",113.82209397428,
"CHL","TERMTRADE","TOT","RT","A","2012",108.725683413904,
"CHL","TERMTRADE","TOT","RT","A","2013",105.570826487716,
"CHL","TERMTRADE","TOT","RT","A","2014",103.081171088575,
"CHL","TERMTRADE","TOT","RT","A","2015",100,
"CHL","TERMTRADE","TOT","RT","A","2016",103.353345618592,
"CHL","TERMTRADE","TOT","RT","A","2017",112.172155822176,
"CHL","TERMTRADE","TOT","RT","A","2018",109.070420446466,
"CHL","TERMTRADE","TOT","RT","A","2019",107.316111968775,
"CHL","TERMTRADE","TOT","RT","A","2020",116.897451688522,
"EST","TERMTRADE","TOT","RT","A","2006",96.601206348147,
"EST","TERMTRADE","TOT","RT","A","2007",98.561608435535,
"EST","TERMTRADE","TOT","RT","A","2008",98.7353547098908,
"EST","TERMTRADE","TOT","RT","A","2009",99.1179238922126,
"EST","TERMTRADE","TOT","RT","A","2010",97.1780488317965,
"EST","TERMTRADE","TOT","RT","A","2011",97.5747699727632,
"EST","TERMTRADE","TOT","RT","A","2012",97.1091229792818,
"EST","TERMTRADE","TOT","RT","A","2013",98.0266463962015,
"EST","TERMTRADE","TOT","RT","A","2014",99.534399863689,
"EST","TERMTRADE","TOT","RT","A","2015",100,
"EST","TERMTRADE","TOT","RT","A","2016",101.1745560309,
"EST","TERMTRADE","TOT","RT","A","2017",101.070131167719,
"EST","TERMTRADE","TOT","RT","A","2018",100.845067814695,
"EST","TERMTRADE","TOT","RT","A","2019",100.518903222609,
"EST","TERMTRADE","TOT","RT","A","2020",101.389418976759,
"EST","TERMTRADE","TOT","RT","A","2021",101.703254747361,
"IND","TERMTRADE","TOT","RT","A","2006",100.122271969003,"E"
"IND","TERMTRADE","TOT","RT","A","2007",100.102119133182,"E"
"IND","TERMTRADE","TOT","RT","A","2008",105.585137927171,"E"
"IND","TERMTRADE","TOT","RT","A","2009",103.833499896109,"E"
"IND","TERMTRADE","TOT","RT","A","2010",106.165818651632,"E"
"IND","TERMTRADE","TOT","RT","A","2011",105.314662703549,
"IND","TERMTRADE","TOT","RT","A","2012",103.928564347352,
"IND","TERMTRADE","TOT","RT","A","2013",100.9924308189,
"IND","TERMTRADE","TOT","RT","A","2014",98.9643076583177,
"IND","TERMTRADE","TOT","RT","A","2015",100,
"IND","TERMTRADE","TOT","RT","A","2016",101.586387670485,
"IND","TERMTRADE","TOT","RT","A","2017",106.660934926239,
"IND","TERMTRADE","TOT","RT","A","2018",101.524118115658,
"IND","TERMTRADE","TOT","RT","A","2019",108.68243566078,
"IDN","TERMTRADE","TOT","RT","A","2006",122.010030979915,
"IDN","TERMTRADE","TOT","RT","A","2007",117.327544231386,
"IDN","TERMTRADE","TOT","RT","A","2008",105.379576684476,
"IDN","TERMTRADE","TOT","RT","A","2009",107.591952420141,
"IDN","TERMTRADE","TOT","RT","A","2010",105.650952604081,
"IDN","TERMTRADE","TOT","RT","A","2011",107.751957806024,
"IDN","TERMTRADE","TOT","RT","A","2012",102.12601494862,
"IDN","TERMTRADE","TOT","RT","A","2013",98.2221586256498,
"IDN","TERMTRADE","TOT","RT","A","2014",99.3739177889011,
"IDN","TERMTRADE","TOT","RT","A","2015",100,
"IDN","TERMTRADE","TOT","RT","A","2016",101.469889357741,
"IDN","TERMTRADE","TOT","RT","A","2017",101.743700141091,
"IDN","TERMTRADE","TOT","RT","A","2018",96.879725014428,
"IDN","TERMTRADE","TOT","RT","A","2019",92.7876053842324,
"IDN","TERMTRADE","TOT","RT","A","2020",94.7316172886023,"E"
"IDN","TERMTRADE","TOT","RT","A","2021",97.8816308271158,"E"
"ISR","TERMTRADE","TOT","RT","A","2006",89.9388911310064,
"ISR","TERMTRADE","TOT","RT","A","2007",88.3129807731871,
"ISR","TERMTRADE","TOT","RT","A","2008",86.2712646285752,
"ISR","TERMTRADE","TOT","RT","A","2009",92.9354616963698,
"ISR","TERMTRADE","TOT","RT","A","2010",90.9639481977083,
"ISR","TERMTRADE","TOT","RT","A","2011",87.9945958140861,
"ISR","TERMTRADE","TOT","RT","A","2012",90.3852905380956,
"ISR","TERMTRADE","TOT","RT","A","2013",91.9815035317188,
"ISR","TERMTRADE","TOT","RT","A","2014",92.808482650953,
"ISR","TERMTRADE","TOT","RT","A","2015",100,
"ISR","TERMTRADE","TOT","RT","A","2016",103.349628247532,
"ISR","TERMTRADE","TOT","RT","A","2017",102.936391021814,
"ISR","TERMTRADE","TOT","RT","A","2018",100.664989642522,
"ISR","TERMTRADE","TOT","RT","A","2019",105.166528878896,
"ISR","TERMTRADE","TOT","RT","A","2020",107.70879729124,
"ISR","TERMTRADE","TOT","RT","A","2021",110.469922425987,
"RUS","TERMTRADE","TOT","RT","A","2006",116.869064986321,"E"
"RUS","TERMTRADE","TOT","RT","A","2007",121.011955051049,"E"
"RUS","TERMTRADE","TOT","RT","A","2008",139.867424425942,"E"
"RUS","TERMTRADE","TOT","RT","A","2009",98.1671311313165,"E"
"RUS","TERMTRADE","TOT","RT","A","2010",116.982032696958,"E"
"RUS","TERMTRADE","TOT","RT","A","2011",141.35673086552,
"RUS","TERMTRADE","TOT","RT","A","2012",144.787847613767,
"RUS","TERMTRADE","TOT","RT","A","2013",136.380413441448,
"RUS","TERMTRADE","TOT","RT","A","2014",130.41394966057,
"RUS","TERMTRADE","TOT","RT","A","2015",100,
"RUS","TERMTRADE","TOT","RT","A","2016",84.0710367041311,
"RUS","TERMTRADE","TOT","RT","A","2017",94.2212794489535,
"RUS","TERMTRADE","TOT","RT","A","2018",108.140450892826,
"RUS","TERMTRADE","TOT","RT","A","2019",102.305328099488,
"SVN","TERMTRADE","TOT","RT","A","2006",100.416258226041,
"SVN","TERMTRADE","TOT","RT","A","2007",101.330963409459,
"SVN","TERMTRADE","TOT","RT","A","2008",100.046140255934,
"SVN","TERMTRADE","TOT","RT","A","2009",103.507068664335,
"SVN","TERMTRADE","TOT","RT","A","2010",99.3669674997229,
"SVN","TERMTRADE","TOT","RT","A","2011",98.0062877738883,
"SVN","TERMTRADE","TOT","RT","A","2012",96.9672641817461,
"SVN","TERMTRADE","TOT","RT","A","2013",97.7529050424686,
"SVN","TERMTRADE","TOT","RT","A","2014",98.7495669633628,
"SVN","TERMTRADE","TOT","RT","A","2015",100,
"SVN","TERMTRADE","TOT","RT","A","2016",100.829286358309,
"SVN","TERMTRADE","TOT","RT","A","2017",100.235993952606,
"SVN","TERMTRADE","TOT","RT","A","2018",100.170304953215,
"SVN","TERMTRADE","TOT","RT","A","2019",100.704330310113,
"SVN","TERMTRADE","TOT","RT","A","2020",101.438221486528,
"SVN","TERMTRADE","TOT","RT","A","2021",99.0161796879646,
"ZAF","TERMTRADE","TOT","RT","A","2006",84.6542813279578,
"ZAF","TERMTRADE","TOT","RT","A","2007",87.1990791855502,
"ZAF","TERMTRADE","TOT","RT","A","2008",88.0562328471397,
"ZAF","TERMTRADE","TOT","RT","A","2009",92.7030904881428,
"ZAF","TERMTRADE","TOT","RT","A","2010",98.2263943521484,
"ZAF","TERMTRADE","TOT","RT","A","2011",104.378556643794,
"ZAF","TERMTRADE","TOT","RT","A","2012",100.166135121277,
"ZAF","TERMTRADE","TOT","RT","A","2013",98.7669098594357,
"ZAF","TERMTRADE","TOT","RT","A","2014",97.2308341639817,
"ZAF","TERMTRADE","TOT","RT","A","2015",100,
"ZAF","TERMTRADE","TOT","RT","A","2016",101.710031281013,
"ZAF","TERMTRADE","TOT","RT","A","2017",106.27557458644,
"ZAF","TERMTRADE","TOT","RT","A","2018",103.521705541314,
"ZAF","TERMTRADE","TOT","RT","A","2019",106.247495541498,
"ZAF","TERMTRADE","TOT","RT","A","2020",115.852406574283,
"EA","TERMTRADE","TOT","RT","A","2006",98.7297131072987,
"EA","TERMTRADE","TOT","RT","A","2007",99.1767274581935,
"EA","TERMTRADE","TOT","RT","A","2008",97.8117804655708,
"EA","TERMTRADE","TOT","RT","A","2009",100.817980972779,
"EA","TERMTRADE","TOT","RT","A","2010",98.6749377473081,
"EA","TERMTRADE","TOT","RT","A","2011",96.6137170626814,
"EA","TERMTRADE","TOT","RT","A","2012",96.1465657178202,
"EA","TERMTRADE","TOT","RT","A","2013",97.0216165630065,
"EA","TERMTRADE","TOT","RT","A","2014",97.8354630383858,
"EA","TERMTRADE","TOT","RT","A","2015",100,
"EA","TERMTRADE","TOT","RT","A","2016",101.197775631139,
"EA","TERMTRADE","TOT","RT","A","2017",100.301366887202,
"EA","TERMTRADE","TOT","RT","A","2018",99.5704361420371,
"EA","TERMTRADE","TOT","RT","A","2019",100.095128213718,
"EA","TERMTRADE","TOT","RT","A","2020",101.424292124114,
"EA","TERMTRADE","TOT","RT","A","2021",99.3644474802009,
"EU","TERMTRADE","TOT","RT","A","2006",98.3523659540698,
"EU","TERMTRADE","TOT","RT","A","2007",98.9292422402758,
"EU","TERMTRADE","TOT","RT","A","2008",97.718445786835,
"EU","TERMTRADE","TOT","RT","A","2009",100.486290072568,
"EU","TERMTRADE","TOT","RT","A","2010",98.6477189630012,
"EU","TERMTRADE","TOT","RT","A","2011",96.7531319878712,
"EU","TERMTRADE","TOT","RT","A","2012",96.2739319939335,
"EU","TERMTRADE","TOT","RT","A","2013",97.1254987099089,
"EU","TERMTRADE","TOT","RT","A","2014",97.9874230407873,
"EU","TERMTRADE","TOT","RT","A","2015",100,
"EU","TERMTRADE","TOT","RT","A","2016",101.094968835206,
"EU","TERMTRADE","TOT","RT","A","2017",100.290488049071,
"EU","TERMTRADE","TOT","RT","A","2018",99.5812104791138,
"EU","TERMTRADE","TOT","RT","A","2019",100.137422841584,
"EU","TERMTRADE","TOT","RT","A","2020",101.604875393182,
"EU","TERMTRADE","TOT","RT","A","2021",99.8089674632844,
"LVA","TERMTRADE","TOT","RT","A","2006",96.3380548150014,
"LVA","TERMTRADE","TOT","RT","A","2007",100.797550862063,
"LVA","TERMTRADE","TOT","RT","A","2008",99.1469173262963,
"LVA","TERMTRADE","TOT","RT","A","2009",99.3342974111339,
"LVA","TERMTRADE","TOT","RT","A","2010",99.5172101753799,
"LVA","TERMTRADE","TOT","RT","A","2011",102.587883226999,
"LVA","TERMTRADE","TOT","RT","A","2012",99.7196575379768,
"LVA","TERMTRADE","TOT","RT","A","2013",100.288232907249,
"LVA","TERMTRADE","TOT","RT","A","2014",99.4094124882054,
"LVA","TERMTRADE","TOT","RT","A","2015",100,
"LVA","TERMTRADE","TOT","RT","A","2016",103.040802067926,
"LVA","TERMTRADE","TOT","RT","A","2017",103.498188919178,
"LVA","TERMTRADE","TOT","RT","A","2018",105.356923613047,
"LVA","TERMTRADE","TOT","RT","A","2019",106.262714445511,
"LVA","TERMTRADE","TOT","RT","A","2020",109.296790908365,
"LVA","TERMTRADE","TOT","RT","A","2021",110.96101602663,
"COL","TERMTRADE","TOT","RT","A","2006",77.6460383448882,
"COL","TERMTRADE","TOT","RT","A","2007",81.8030635168965,
"COL","TERMTRADE","TOT","RT","A","2008",97.5510418624915,
"COL","TERMTRADE","TOT","RT","A","2009",95.8512759647551,
"COL","TERMTRADE","TOT","RT","A","2010",108.222602539378,
"COL","TERMTRADE","TOT","RT","A","2011",121.359627947112,
"COL","TERMTRADE","TOT","RT","A","2012",125.039346605051,
"COL","TERMTRADE","TOT","RT","A","2013",125.415226075893,
"COL","TERMTRADE","TOT","RT","A","2014",118.965984312628,
"COL","TERMTRADE","TOT","RT","A","2015",100,
"COL","TERMTRADE","TOT","RT","A","2016",96.0807210800123,
"COL","TERMTRADE","TOT","RT","A","2017",103.89930205315,
"COL","TERMTRADE","TOT","RT","A","2018",111.906353357439,
"COL","TERMTRADE","TOT","RT","A","2019",110.639503489813,
"COL","TERMTRADE","TOT","RT","A","2020",102.793860708198,"E"
"CRI","TERMTRADE","TOT","RT","A","2006",87.7454552163202,
"CRI","TERMTRADE","TOT","RT","A","2007",85.3214950657159,
"CRI","TERMTRADE","TOT","RT","A","2008",82.0920150292429,
"CRI","TERMTRADE","TOT","RT","A","2009",88.1237419392012,
"CRI","TERMTRADE","TOT","RT","A","2010",91.8800984000395,
"CRI","TERMTRADE","TOT","RT","A","2011",90.1015613392081,
"CRI","TERMTRADE","TOT","RT","A","2012",91.653820573346,
"CRI","TERMTRADE","TOT","RT","A","2013",92.1940355753117,
"CRI","TERMTRADE","TOT","RT","A","2014",93.6035312899082,
"CRI","TERMTRADE","TOT","RT","A","2015",100,
"CRI","TERMTRADE","TOT","RT","A","2016",103.220779141597,
"CRI","TERMTRADE","TOT","RT","A","2017",101.645069883344,
"CRI","TERMTRADE","TOT","RT","A","2018",99.8674301119414,
"CRI","TERMTRADE","TOT","RT","A","2019",100.578653300098,
"CRI","TERMTRADE","TOT","RT","A","2020",102.527325586971,"E"
"CRI","TERMTRADE","TOT","RT","A","2021",96.42770988824,"E"
"LTU","TERMTRADE","TOT","RT","A","2006",97.5699609822452,
"LTU","TERMTRADE","TOT","RT","A","2007",98.4535294558331,
"LTU","TERMTRADE","TOT","RT","A","2008",102.009010262897,
"LTU","TERMTRADE","TOT","RT","A","2009",97.9623732579586,
"LTU","TERMTRADE","TOT","RT","A","2010",98.5777639224644,
"LTU","TERMTRADE","TOT","RT","A","2011",97.7705951578925,
"LTU","TERMTRADE","TOT","RT","A","2012",96.936318647144,
"LTU","TERMTRADE","TOT","RT","A","2013",96.65465047931,
"LTU","TERMTRADE","TOT","RT","A","2014",97.4718670382167,
"LTU","TERMTRADE","TOT","RT","A","2015",100,
"LTU","TERMTRADE","TOT","RT","A","2016",101.677934169538,
"LTU","TERMTRADE","TOT","RT","A","2017",101.685316192948,
"LTU","TERMTRADE","TOT","RT","A","2018",100.18298785901,
"LTU","TERMTRADE","TOT","RT","A","2019",101.201876525449,
"LTU","TERMTRADE","TOT","RT","A","2020",102.779102679786,
"LTU","TERMTRADE","TOT","RT","A","2021",96.9896207568865,
"OAVG","TERMTRADE","TOT","RT","A","2006",99.301574764975,
"OAVG","TERMTRADE","TOT","RT","A","2007",99.6867097531669,
"OAVG","TERMTRADE","TOT","RT","A","2008",97.3564282044916,
"OAVG","TERMTRADE","TOT","RT","A","2009",100.192420003459,
"OAVG","TERMTRADE","TOT","RT","A","2010",99.4485688934002,"B"
"OAVG","TERMTRADE","TOT","RT","A","2011",97.3981765523242,
"OAVG","TERMTRADE","TOT","RT","A","2012",97.0726390414723,
"OAVG","TERMTRADE","TOT","RT","A","2013",97.8932953911246,
"OAVG","TERMTRADE","TOT","RT","A","2014",98.0918597891217,
"OAVG","TERMTRADE","TOT","RT","A","2015",100,
"OAVG","TERMTRADE","TOT","RT","A","2016",101.485771579735,
"OAVG","TERMTRADE","TOT","RT","A","2017",101.130511904286,
"OAVG","TERMTRADE","TOT","RT","A","2018",100.550040401345,"E"
"OAVG","TERMTRADE","TOT","RT","A","2019",100.83671576277,"E"
"OAVG","TERMTRADE","TOT","RT","A","2020",101.948997629899,"E"
